Artwork,Medium,Culture,Period,Provenance,Image Location,War-Gear,Context,Wielder,Description 1,Description 2,Description 3,Description 4,Held 1,Held 2,Notes
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 5,Spear,P (H),Xtn (BF),SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 5,Spear,P (H),W,SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 5,Spear,P (H),W,SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 5,Spear,P (H),W,SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 5,Spear,P (H),W,SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 5,Spear,P (H),W,SLS,LB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 7,Spear,V,Fem (P),SLS,BB,Lug,n/a,Bth,HFwd,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 7v,Spear,V,Fem (P),SLS,BB,Lug,n/a,R,HFwd,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 8,Sword,V,Fem (P),BNut,CG,CG,n/a,R,HFwd,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 9v,Sword,R,Fem (P),BNut,CG,CG,n/a,Bth,Rev,Washed
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 10,Sword,R,Fem (P),HP,SG?,SG?,n/a,R,HFwd,Dedicated
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 10v,Spear,V,Fem (P),SLS,BB,Lug,n/a,Bth,Up,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 10v,Spear,V,Fem (P),SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 11,Spear,V,Fem (P),SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 11,Spear,V,Fem (P),SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 11,Spear,V,Fem (P),SLS,BB,Lug,n/a,R,HFwd,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 11,Spear,V,None,SLS,BB,Lug,n/a,n/a,Hzt,Discarded; Broken
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 11,Spear,V,None,SLS,BB,Lug,n/a,n/a,Hzt,Discarded; Broken
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 11,Sword,V,None,BNut,CG,CG,Full,n/a,Hzt,Discarded; Broken
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 11v,Sword,V,Fem (P),BNut,CG,CG,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 12,Sword,V,Fem (P),BNut,CG,CG,n/a,R,Up,Broken blade
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 12,Spear,V (Su),Fem (P),SLS,BB,n/a,n/a,R,Up,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 12v,Spear,V,W,SLS,n/a,n/a,n/a,R,Vtl,No heads
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 12v,Spear,V,W,SLS,n/a,n/a,n/a,R,Vtl,No heads
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 16v,Sword,R,Fem (P),TLP,CG,CG,n/a,R,Up,Presented
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 16v,Sword,V,Fem (P),n/v,CG?,n/a,Full,R,Up,'Sword of Vengeance'
"Cambridge, Corpus Christi College MS 23, pt. 1: Prudentius, Psychomachia; Peristephanon, etc.",Illuminated Manuscript,Anglo-Saxon,975-1000,"?Canterbury, Christ Church; Malmesbury",Folio 8,Sword,R,Fem (P),BNut,SG,CG,Full,Bth,Rev,Washing
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 18v,Sword,V,W,HP,n/v,SG,n/a,L,Up,Pierces frame
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 18v,Sword,V,W,HP,n/v,SG,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 19,Spear,V,None,SLS,BB,Lug,n/a,n/a,Hzt,Discarded
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 19,Spear,V,None,SLS,BB,Lug,n/a,n/a,Hzt,Discarded
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 19,Sword,P (H),Fem (P),n/v,SG,n/v,n/a,Bth,Rev,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 25,Spear,V,Fem (P),SLS,BB,Lug,n/a,L,HFwd,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 27v,Sword,V,Fem (P),n/v,n/v,n/v,n/a,L,Rev,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 27v,Spear,V,Fem (P),SLS,BB,Lug,n/a,R,HFwd,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 30,Spear,V,Fem (P),SLS,BB,Lug,n/a,R,Up,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 30,Sword,P (W),Fem (P),BNut,CG?,n/v,n/a,Bth,Rev,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 30,Sword,P (H),Fem (P),BNut,CG?,CG,n/a,Bth,Rev,
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 2,Sword,V (Sac),Xtn (BF),n/v,n/v,n/v,n/v,R,Up,
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 2v,Spear,P (H),El (R),SLS,BB,Lug,n/a,R,HRev,Curling lugs
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 2v,Spear,P (H),El (R),SLS,BB,Lug,n/a,n/v,Up,Curling lugs
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 2v,Spear,P (H),El (R),SLS,BB,Lug,n/a,R,HFwd,
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 2v,Spear,P (H),El (R),SLS,BB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 2v,Spear,P (H),El (R),SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 2v,Spear,P (H),Xtn (BF),SLS,BB,Lug,n/a,L,Up,Curling lugs; pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 2v,Spear,P (H),W,SLS,LozB,Lug,n/a,n/v,Up,Curling lugs; pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 2v,Spear,P (H),W,SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 2v,Spear,P (H),W,SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 2v,Spear,P (H),W,SLS,BB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 2v,Spear,P (H),W,SLS,BB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 2v,Spear,P (H),W,SLS,BB,Lug,n/a,n/v,Up,Curling lugs; pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 2v,Spear,P (H),W,SLS,BB,n/a,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 3,Spear,P (H),W,SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 3,Spear,P (H),W,SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 3,Spear,P (H),W,SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 3,Spear,P (H),W,SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 3,Spear,P (H),W,SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 3,Spear,P (H),W,SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 3,Spear,P (H),W,SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 4v,Spear,V,Fem (P),SLS,BB,Lug,n/a,Bth,HFwd,Curling lugs
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 5v,Spear,V,Fem (P),SLS,BB,Lug,n/a,R,HFwd,Short; pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 5v,Spear,V,Fem (P),SLS,BB,Lug,n/a,R,HFwd,Short; pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 6,Sword,V,Fem (P),TLP,SG,SG,n/a,R,HFwd,
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 7v,Sword,R,Fem (P),n/v,SG,SG,n/a,Bth,Rev,Washed
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Sword,R,Fem (P),TLP,n/v,n/v,n/a,R,HFwd,Dedicated
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Spear,V,W,SLS,LozB,n/a,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Spear,V,W,SLS,LozB,Lug,n/a,L,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Spear,V,W,SLS,LozB,Lug,n/a,L,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Spear,V,W,SLS,LozB,Lug,n/a,L,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Spear,V,W,SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Spear,V,W,SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Spear,V,W,SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Spear,V,W,SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Spear,V,W,SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Spear,V,W,SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 8v,Spear,V,Fem (P),SLS,LozB,Lug,n/a,Bth,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 9,Spear,V,Fem (P),SLS,LozB,Lug,n/a,L,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 9,Spear,V,Fem (P),SLS,LozB,Lug,n/a,L,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 9,Spear,V,Fem (P),SLS,LozB,Lug,n/a,L,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 9,Spear,V,Fem (P),SLS,LozB,Lug,n/a,R,HFwd,Butt pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 9v,Spear,V,None,SLS,LozB,Lug,n/a,n/a,Hzt,
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 9v,Spear,V,None,SLS,LozB,Lug,n/a,n/a,Hzt,
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 9v,Spear,V,None,SLS,LozB,Lug,n/a,n/a,Hzt,
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 9v,Sword,V,None,TLP,CG,SG,n/a,n/a,n/a,Broken blade; Sh guards / blade
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 10,Sword,V,Fem (P),TLP,CG?,n/v,n/a,R,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 10,Sword,V,Fem (P),n/v,CG,n/v,n/a,R,Up,Broken blade
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 10v,Spear,V (Su),Fem (P),SLS,LozB,Lug,n/a,R,Up,
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 11,Spear,V,W,SLS,LozB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 11,Spear,V,W,SLS,LozB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 11,Spear,V,W,SLS,LozB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 11,Spear,V,W,SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 11,Spear,V,W,SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 11,Spear,V,W,SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 11,Spear,V,W,SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 11,Spear,V,W,SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 15,Sword,R,Fem (P),TLP,CG?,SG?,n/a,R,Up,Presented; 'Sword of Vengeance'
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 15,Sword,V,Fem (P),TLP,CG?,SG?,n/a,R,Up,'Sword of Vengeance'
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 17,Spear,V,W,SLS,LozB,Lug,n/a,R,HFwd,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 17,Spear,V,W,SLS,n/v,n/a,n/a,L,HFwd,Pierces frame
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 18,Spear,V,None,SLS,BB,Lug,n/a,n/a,Hzt,Discarded
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 18,Spear,V,None,SLS,LozB,Lug,n/a,n/a,Hzt,Discarded
"London, British Library MS Additional 24199, fols. 2-38: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,975-1000,?Bury St Edmunds,Folio 18,Spear,V,None,SLS,LozB,Lug,n/a,n/a,Hzt,Discarded
